28.793,28.793,28.793,28.793,28.793,28.793,28.793,28.793,28.804,28.793,28.793,28.793,28.793,28.793,28.804,28.804,28.815,28.815,28.815,28.815,28.804,28.804,28.804,28.804,28.815,28.815,28.815,28.815,28.815,28.826,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.815,28.804,28.804,28.793,28.793,28.279,28.289,28.279,28.279,28.279,28.279,28.268,28.279,28.268,28.279,28.268,28.268,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.247,28.247,28.257,28.247,28.247,28.247,28.247,28.247,28.247,28.236,28.236,28.236,28.236,28.236,28.236,28.247,28.236,28.236,28.247,28.247,28.247,28.247,28.257,28.247,28.257,28.257,28.247,28.247,28.236,28.236,28.236,28.236,28.236,28.236,28.225,28.225,28.225,28.225,28.225,28.225,28.225,28.225,28.225,28.225,28.225,28.225,28.236,28.236,28.247,28.236,28.236,28.236,28.236,28.236,28.236,28.236,28.236,28.236,28.225,28.225,28.225,28.236,28.236,28.236,28.236,28.247,28.236,28.236,28.236,28.236,28.247,28.247,28.247,28.247,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.247,28.247,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.247,28.247,28.247,28.247,28.247,28.247,28.236,28.247,28.247,28.247,28.247,28.247,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.257,28.247,28.236,28.247,28.247,28.247,28.247,28.247,28.247,28.257,28.247,28.247,28.247,28.247,28.236,28.236,28.236,28.236,28.236,28.236,28.247,28.247,28.247,28.247,28.257,28.257,28.247,28.247,28.247,28.257,28.257,28.268,28.268,28.268,28.268,28.268,28.268,28.279,28.279,28.268,28.268,28.279,28.268,28.257,28.257,28.257,28.257,28.268,28.268,28.268,28.268,28.268,28.268,28.268,28.257,28.268,28.268,28.268,28.279,28.279,28.289,28.289,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.289,28.3,28.3,28.3,28.3,28.311,28.311,28.311,28.311,28.3,28.311,28.311,28.311,28.311,28.311,28.311,28.322,28.322,28.311,28.311,28.311,28.322,28.322,28.322,28.332,28.332,28.332,28.322,28.322,28.322,28.322,28.322,28.322,28.322,28.311,28.322,28.322,28.322,28.332,28.343,28.332,28.343,28.343,28.343,28.343,28.343,28.343,28.354,28.354,28.343,28.343,28.343,28.343,28.343,28.343,28.332,28.332,28.332,28.332,28.332,28.322,28.322,28.322,28.322,28.322,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.3,28.311,28.311,28.322,28.322,28.322,28.322,28.322,28.322,28.322,28.322,28.322,28.322,28.332,28.332,28.332,28.322,28.322,28.332,28.332,28.322,28.311,28.311,28.311,28.311,28.311,28.322,28.322,28.322,28.311,28.311,28.311,28.311,28.322,28.311,28.311,28.311,28.311,28.3,28.3,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.322,28.322,28.322,28.322,28.311,28.311,28.311,28.311,28.311,28.311,28.3,28.289,28.3,28.3,28.3,28.3,28.311,28.311,28.311,28.3,28.311,28.311,28.311,28.311,28.311,28.311,28.3,28.289,28.3,28.289,28.289,28.289,28.3,28.3,28.3,28.3,28.3,28.289,28.3,28.289,28.3,28.3,28.289,28.3,28.3,28.289,28.289,28.3,28.311,28.3,28.311,28.311,28.3,28.311,28.311,28.311,28.3,28.3,28.3,28.3,28.3,28.3,28.289,28.289,28.289,28.289,28.289,28.289,28.279,28.289,28.289,28.3,28.3,28.3,28.289,28.289,28.289,28.289,28.289,28.3,28.289,28.289,28.3,28.3,28.3,28.289,28.3,28.3,28.289,28.3,28.289,28.289,28.3,28.3,28.311,28.3,28.3,28.289,28.3,28.3,28.311,28.311,28.311,28.322,28.322,28.322,28.322,28.322,28.322,28.332,28.332
2
